ID	parent class	label	Equivalence axiom	Subclass axiom	definition	definition source	comment	Industry IDs	Exact Synonym	see also	created	contributor	curation status	image	term requested by	Mapping to ID_mapping table	Curation notes
FOODON:02000010	beef bottom round roast	beef bottom round roast (boneless)	'beef bottom round roast' and not ('has part' some ('derives from' some 'bone element'))		A boneless beef bottom round roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000011	beef bottom round roast (boneless)	beef bottom round roast (boneless, raw)	'beef bottom round roast (boneless)' and 'has quality' some 'raw'		A raw and boneless beef bottom round roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000012	beef sub-primal cut	beef top round		'derives from' some 'beef round'	A beef cut that comes from the inside of the rear leg.	https://www.beefitswhatsfordinner.com/cuts/cut/2800/top-inside-round	Given the name “Top” because anatomically it is located directly above the Bottom Round and the Eye of Round in the Round primal.	IMPS/NAMP - 169|UPC - 1455	beef top (inside) round	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000013	beef top round	beef top round (raw)	'beef top round' and 'has quality' some 'raw'		A raw beef top round cut.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000014	beef steak	beef top round steak	'beef steak' and 'derives from' some 'beef top round'		A steak cut from the beef top round.	https://www.beefitswhatsfordinner.com/cuts/cut/2802/top-round-steak		IMPS/NAMP - 1169|UPC - 1153	inside round steak	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000015	beef top round steak	beef top round steak (raw)	'beef top round steak' and 'has quality' some 'raw'		A raw beef top round steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000016	beef top round steak	beef top round steak (boneless)	'beef top round steak' and not ('has part' some ('derives from' some 'bone element'))		A boneless beef top round steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000017	beef top round steak (boneless)	beef top round steak (boneless, raw)	'beef top round steak (boneless)' and 'has quality' some 'raw'		A raw and boneless beef top round steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000018	beef steak	beef top round steak (cap off)		'derives from' some 'beef top round steak'	A beef top round steak in which the top cap portion has been separated off.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000019	beef top round steak (cap off)	beef top round steak (cap off, raw)	'beef top round steak (cap off)' and 'has quality' some 'raw'		A raw beef top round steak in which the top cap portion has been separated off.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000020	beef top round steak (cap off)	beef top round steak (cap off, boneless, raw)	'beef top round steak (cap off)' and 'beef top round steak (boneless)' and 'has quality' some 'raw'		A raw and boneless beef top round steak in which the top cap portion has been separated off.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000021	beef roast	beef top round roast	'beef roast' and 'derives from' some 'beef top round'		A roast cut from the beef top round.	https://www.beefitswhatsfordinner.com/cuts/cut/2621/top-round-roast		UPC - 1551	inside round roast	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000022	beef top round roast	beef top round roast (raw)	'beef top round roast' and 'has quality' some 'raw'		A raw beef top round roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000023	beef top round roast	beef top round roast (boneless)	'beef top round roast' and not ('has part' some ('derives from' some 'bone element'))		A boneless beef top round roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000024	beef top round roast (boneless)	beef top round roast (boneless, raw)	'beef top round roast (boneless)' and 'has quality' some 'raw'		A raw and boneless beef top round roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000025	beef sub-primal cut	beef sirloin tip		'derives from' some 'beef round'	A beef cut that comes from the round primal, and is found on the front end of the rear leg.	https://www.beefitswhatsfordinner.com/cuts/cut/2793/sirloin-tip	Given the name “Sirloin Tip” because anatomically it is located next to the tip of the Sirloin.	IMPS/NAMP - 167	beef round tip|knuckle	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000026	beef sirloin tip	beef sirloin tip (raw)	'beef sirloin tip' and 'has quality' some 'raw'		A raw beef sirloin tip cut.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000027	beef roast	beef sirloin tip roast		'derives from' some 'beef sirloin tip'	A roast cut from the beef sirloin tip.	https://www.beefitswhatsfordinner.com/cuts/cut/2442/sirloin-tip-roast		UPC - 1529	beef round tip roast	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000028	beef sirloin tip roast	beef sirloin tip roast (raw)	'beef sirloin tip roast' and 'has quality' some 'raw'		A raw beef sirloin tip roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000029	beef steak	beef sirloin tip steak		'derives from' some 'beef sirloin tip'	A steak cut from the beef sirloin tip.	https://www.beefitswhatsfordinner.com/cuts/cut/2794/sirloin-tip-steak		UPC - 1529	beef round tip roast	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000030	beef sirloin tip steak	beef sirloin tip steak (raw)	'beef sirloin tip steak' and 'has quality' some 'raw'		A raw beef sirloin tip steak. 						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000031	beef roast	beef sirloin tip side roast		'derives from' some 'beef sirloin tip'	A roast that derives from beef sirloin tip and only consists of M.vastus lateralis.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000032	beef sirloin tip side roast	beef sirloin tip side roast (raw)	'beef sirloin tip side roast' and 'has quality' some 'raw'		A raw beef sirloin tip side roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000033	beef steak	beef sirloin tip side steak	'beef steak' and 'derives from' some 'beef sirloin tip side roast'		A steak cut from the beef sirloin tip side roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000034	beef sirloin tip side steak	beef sirloin tip side steak (raw)	'beef sirloin tip side steak' and 'has quality' some 'raw'		A raw beef sirloin tip side steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000035	beef roast	beef sirloin tip center roast		'derives from' some 'beef sirloin tip'	A roast that derives from beef sirloin tip and only consists of M.rectus femoris.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000036	beef sirloin tip center roast	beef sirloin tip center roast (raw)	'beef sirloin tip center roast' and 'has quality' some 'raw'		A raw beef sirloin tip center roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000037	beef steak	beef sirloin tip center steak	'beef steak' and 'derives from' some 'beef sirloin tip center roast'		A steak cut from the beef sirloin tip center roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000038	beef sirloin tip center steak	beef sirloin tip center steak (raw)	'beef sirloin tip center steak' and 'has quality' some 'raw'		A raw beef sirloin tip center steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000039	beef sub-primal cut	beef eye of round		'derives from' some 'beef round'	A beef cut that is an elongated muscle located in the center of the beef round cut, and thus is named “Eye.”	https://www.beefitswhatsfordinner.com/cuts/cut/2791/eye-of-round	This extremely lean cut is shaped similar to a Tenderloin, but is much less tender.	IMPS/NAMP - 171C|UPC - 1460		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000040	beef eye of round	beef eye of round (raw)	'beef eye of round' and 'has quality' some 'raw'		A raw beef eye of round cut.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000041	beef roast	beef eye of round roast	'beef roast' and 'derives from' some 'beef eye of round'		A roast cut from the beef eye of round.	https://www.beefitswhatsfordinner.com/cuts/cut/2441/eye-of-round-roast		UPC - 1480		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000042	beef eye of round roast	beef eye of round roast (raw)	'beef eye of round roast' and 'has quality' some 'raw'		A raw beef eye of round roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000043	beef steak	beef eye of round steak	'beef steak' and 'derives from' some 'beef eye of round'		A steak cut from the beef eye of round.	https://www.beefitswhatsfordinner.com/cuts/cut/2457/eye-of-round-steak		UPC - 1481		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000044	beef eye of round steak	beef eye of round steak (raw)	'beef eye of round steak' and 'has quality' some 'raw'		A raw beef eye of round steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
		Beef Primal cut- chuck															
FOODON:02000045	beef primal cut	beef chuck		'derives from' some 'cow processed carcass'	A beef cut that extends from the neck to the fifth rib and includes the shoulder blade and upper arm.	https://www.recipetips.com/kitchen-tips/t--103/cuts-of-beef.asp				https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:03310939	beef chuck	beef chuck (raw)	'beef chuck' and 'has quality' some 'raw'		A raw beef chuck cut.							https://orcid.org/0000-0001-5275-8866					
FOODON:02000046	beef muscle tissue cut	beef chuck tender		'derives from' some 'beef chuck'	A beef cut that consists of M. supraspinatus which lies dorsal to the medial ridge of the blade bone.	https://www.beefitswhatsfordinner.com/cuts/cut/2753/chuck-tender	The name comes from its shape which is long and narrow with a pointed tip, similar to a Tenderloin.	IMPS/NAMP - 116B|UPC - 1008	mock tender	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000047	beef chuck tender	beef chuck tender (raw)	'beef chuck tender' and 'has quality' some 'raw'		A raw beef chuck tender cut.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000048	beef steak	beef chuck tender steak		'derives from' some 'beef chuck tender'	A steak cut from the beef chuck tender.			UPC - 1116	mock tender steak	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000049	beef chuck tender steak	beef chuck tender steak (raw)	'beef chuck tender steak' and 'has quality' some 'raw'		A raw beef chuck tender steak.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000050	beef roast	beef chuck tender roast		'derives from' some 'beef chuck tender'	A roast cut from the beef chuck tender.	https://www.beefitswhatsfordinner.com/cuts/cut/2482/chuck-tender-roast	Also referred to as “Mock Tender” Roast because it has a similar appearance to a Tenderloin Roast.	UPC - 1115	beef medallion pot roast|beef mock tender roast	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000051	beef chuck tender roast	beef chuck tender roast (raw)	'beef chuck tender roast' and 'has quality' some 'raw'		A raw beef chuck tender roast.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000052	beef sub-primal cut	beef chuck roll		'derives from' some 'beef chuck'	A large, boneless cut that comes from between the ribs and backbone. It contains a mix of tender and somewhat tough muscles, which are fabricated into smaller cuts known as the chuck eye roll and the chuck under blade.	https://www.beefitswhatsfordinner.com/cuts/cut/2754/chuck-roll	Extension of the Ribeye Roll that remains in the Chuck.	IMPS/NAMP - 116A|UPC - 1028		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000053	beef chuck roll	beef chuck roll (raw)	'beef chuck roll' and 'has quality' some 'raw'		A raw beef chuck roll cut.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000054	beef retail cut	beef chuck eye roll		'derives from' some 'beef chuck roll'	The top portion of the chuck roll that is separated from the under-blade section.	https://www.beefitswhatsfordinner.com/cuts/cut/2752/chuck-eye-roll	The top portion of the Chuck Roll that most resembles a Ribeye Roll.	IMPS/NAMP - 116D|UPC - 1029		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000055	beef chuck eye roll	beef chuck eye roll (raw)	'beef chuck eye roll' and 'has quality' some 'raw'		A raw beef chuck eye roll cut.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000056	beef roast	beef chuck eye roast		'derives from' some 'beef chuck eye roll'	A roast cut from any portion of the chuck eye roll, typically the center.	https://www.beefitswhatsfordinner.com/cuts/cut/2440/chuck-eye-roast		UPC - 1095	chuck center roast	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000057	beef chuck eye roast	beef chuck eye roast (raw)	'beef chuck eye roast' and 'has quality' some 'raw'		A raw beef chuck eye roast.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000058	beef steak	beef chuck eye steak		'derives from' some 'beef chuck eye roll'	A steak cut from the rib end only of the chuck eye roll.	https://www.beefitswhatsfordinner.com/cuts/cut/2451/chuck-eye-steak-delmonico		IMPS/NAMP - 1116D PSO 1|UPC - 1102	beef chuck eye roll steak (boneless)|delmonico steak 	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000059	beef chuck eye steak	beef chuck eye steak (raw)	'beef chuck eye steak' and 'has quality' some 'raw'		A raw beef chuck eye steak.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000060	beef roast	beef country-style rib		'derives from' some 'beef chuck eye roll'	A cut made by splitting a chuck eye roll in half lengthwise, resulting in two boneless, country-style ribs.	https://www.beefitswhatsfordinner.com/cuts/cut/2918/country-style-ribs		IMPS/NAMP - 1116D PSO 2|UPC - 1096	boneless country style rib|boneless Chuck roast	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000061	beef country-style rib	beef country-style rib (raw)	'beef country-style rib' and 'has quality' some 'raw'		A raw beef country-style rib.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000062	beef retail cut	beef under blade		'derives from' some 'beef chuck roll'	A meat cut that is the flatter portion of the Chuck Roll and is under the Chuck Eye Roll.	https://www.beefitswhatsfordinner.com/cuts/cut/44451/under-blade		IMPS/NAMP - 116E	chuck flat			https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000063	beef steak	beef sierra steak		'derives from' some 'beef under blade'	A thin muscle that lays in the seam between the chuck eye roll and under blade.	https://www.beefitswhatsfordinner.com/cuts/cut/2511/sierra-steak		UPC - 1097	sierra cut			https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000064	beef sierra steak	beef sierra steak (raw)	'beef sierra steak' and 'has quality' some 'raw'		A raw beef sierra steak.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000065	beef steak	beef denver steak			A beef cut from the center of the under blade.	https://www.beefitswhatsfordinner.com/cuts/cut/2593/denver-steak	Steaks cut across the grain from the fourth most tender muscle.	IMPS/NAMP - 1116G|UPC - 1098	chuck under blade center steak|chuck under blade steak			https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000066	beef denver steak	beef denver steak (raw)	'beef denver steak' and 'has quality' some 'raw'		A raw beef denver steak.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000067	beef roast	beef denver roast			A roast cut in which under blade with other muscles and connective tissue are removed and either left whole or portioned.	https://www.beefitswhatsfordinner.com/cuts/cut/2760/under-blade-roast-center-cut		IMPS/NAMP - 116G	beef under blade roast (center-cut)			https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000068	beef denver roast	beef denver roast (raw)	'beef denver roast' and 'has quality' some 'raw'		A beef denver roast that is raw.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000069	beef sub-primal cut	beef shoulder clod		'derives from' some 'beef chuck'	A beef sub-primal cut consisting of a large, muscle-rich cut of beef from the shoulder region of a cow. It's made up of several muscles, including the top blade, shoulder tender, and clod heart. 	https://www.beefitswhatsfordinner.com/cuts/cut/2755/shoulder-clod	Centred around the scapula or blade bone in the Chuck. Scapula is removed to make this a boneless subprimal.	IMPS/NAMP - 114	chuck shoulder clod	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000070	beef shoulder clod	beef shoulder clod (raw)	'beef shoulder clod' and 'has quality' some 'raw'		A raw beef shoulder clod.							https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000071	beef retail cut	beef shoulder clod arm roast		'derives from' some 'beef shoulder clod'	The largest section of the shoulder clod that consist of the large muscle system of the thick end of the shoulder.	https://www.beefitswhatsfordinner.com/cuts/cut/2483/shoulder-clodheart	Commonly referred to as clod heart. Leave whole or cut into roasts, but remove large connective tissue to assist with tenderness.	IMPS/NAMP - 114E	clod heart|shoulder center|shoulder clod heart	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release				
FOODON:02000072	beef shoulder clod arm roast	beef shoulder clod arm roast (raw)	'beef shoulder clod arm roast' and 'has quality' some 'raw'		A raw beef shoulder clod arm roast.							https://orcid.org/0000-0001-5275-8866	ready for release				
